-0.00384894	-0.00124129	1.62012	1.62041	0	0	0	0
0.00120446	-0.00126821	0.878117	0.878631	0	0	0	0
-0.00447426	-0.000819612	2.75014	2.75031	0	0	0	0
0.00538829	0.00187955	2.50893	2.50911	0	0	0	0
0.00399708	-0.00384606	1.37632	1.37665	0	0	0	0
0.000156654	0.0011304	1.31341	1.31375	0	0	0	0
0.00276589	0.00353174	2.21585	2.21606	0	0	0	0
0.00719877	0.00243169	1.83	1.83026	0	0	0	0
-0.00284471	-0.00158235	0.979653	0.980118	0	0	0	0
-0.00357972	0.0018306	0.768965	0.769561	0	0	0	0
-0.00472349	0.00239159	2.72363	2.7238	0	0	0	0
0.00661612	-0.000867924	2.23997	2.24018	0	0	0	0
-0.00246951	0.00262089	1.96452	1.96475	0	0	0	0
-0.00335802	0.00483835	3.74471	3.74483	0	0	0	0
0.00577476	0.000702818	2.12452	2.12474	0	0	0	0
-0.00525488	-0.00321768	2.64178	2.64195	0	0	0	0
0.000740295	0.000573163	0.626014	0.626733	0	0	0	0
0.00495682	-0.000381405	0.99952	0.999983	0	0	0	0
0.000317301	0.00135638	1.02257	1.02301	0	0	0	0
0.000396102	-0.000302978	0.239736	0.241606	0	0	0	0
-0.0115301	-0.00333682	2.55548	2.55569	0	0	0	0
0.00127752	-0.00158096	0.591323	0.592087	0	0	0	0
-0.0110385	4.94573e-05	2.84328	2.84346	0	0	0	0
-0.00283542	-0.00508986	2.46794	2.46813	0	0	0	0
0.00239476	-0.00132524	1.83217	1.83242	0	0	0	0
-0.00252058	0.0022468	0.783609	0.784191	0	0	0	0
0.00865995	-0.00524577	2.03169	2.03193	0	0	0	0
-0.00528187	0.00841221	3.09434	3.09451	0	0	0	0
-0.00407571	0.00276329	2.026	2.02623	0	0	0	0
-0.00107659	-0.00288135	1.39614	1.39646	0	0	0	0
0.00153236	0.00136107	0.902585	0.903086	0	0	0	0
-0.0118754	0.00257331	1.86824	1.86852	0	0	0	0
-0.00747701	-0.000128968	2.23724	2.23745	0	0	0	0
0.00240094	0.000377372	0.662006	0.66269	0	0	0	0
-1.16553e-05	-0.000755119	3.20786	3.208	0	0	0	0
-0.00139518	-0.00100806	1.20648	1.20685	0	0	0	0
0.00394444	0.00202088	1.57673	1.57702	0	0	0	0
0.00623631	-0.00252941	1.54362	1.54392	0	0	0	0
-0.00413638	0.00145481	1.44482	1.44514	0	0	0	0
0.000939936	-0.00135181	1.54161	1.5419	0	0	0	0
0.0112945	-0.00436934	2.25536	2.2556	0	0	0	0
0.00162301	-0.00133572	0.754921	0.75552	0	0	0	0
-0.00420589	0.0019444	1.91644	1.91668	0	0	0	0
-0.00466446	-0.00194662	2.04068	2.0409	0	0	0	0
0.00356017	0.000808272	1.35991	1.36024	0	0	0	0
-0.0050722	0.00432481	2.07635	2.07658	0	0	0	0
-0.00120914	0.000595107	2.03129	2.03151	0	0	0	0
-0.00553451	-0.00262757	2.64748	2.64766	0	0	0	0
-0.0047659	0.00165391	2.76977	2.76994	0	0	0	0
0.0141146	0.00627597	3.64542	3.64557	0	0	0	0
-0.00109808	3.00761e-06	0.687856	0.688511	0	0	0	0
-0.000784608	0.00165694	1.51352	1.51382	0	0	0	0
0.00123878	0.00632366	3.52252	3.52266	0	0	0	0
0.00131692	0.00176046	1.30789	1.30824	0	0	0	0
-5.43196e-05	-0.00227881	1.52707	1.52737	0	0	0	0
-0.00351828	0.00339482	1.24315	1.24352	0	0	0	0
0.00118709	-0.00050373	1.46692	1.46723	0	0	0	0
-0.000514121	-0.000210984	1.22519	1.22556	0	0	0	0
-0.0107306	-1.03879e-05	1.92232	1.92258	0	0	0	0
0.00632487	-0.00987153	4.68119	4.6813	0	0	0	0
0.00220783	-0.000610182	0.911036	0.911533	0	0	0	0
-0.00631716	0.00134364	1.10085	1.10128	0	0	0	0
0.00399909	0.010172	4.10787	4.10799	0	0	0	0
-0.00383785	0.000623945	1.31074	1.31109	0	0	0	0
0.0067106	0.00427594	3.36572	3.36586	0	0	0	0
0.000298613	-0.000897492	0.63335	0.63406	0	0	0	0
-0.00391963	0.00159291	1.39319	1.39352	0	0	0	0
0.000757252	0.000454175	0.581299	0.582074	0	0	0	0
-0.000758522	-0.00410505	4.11419	4.11431	0	0	0	0
-0.00952796	0.00395104	1.96379	1.96404	0	0	0	0
-0.0202497	-0.00109764	3.26937	3.26957	0	0	0	0
0.00184011	-0.000154428	2.10777	2.10799	0	0	0	0
0.0104484	-0.00167785	2.61758	2.61777	0	0	0	0
-0.00602571	0.0018771	1.26016	1.26053	0	0	0	0
0.0063456	-0.00612478	2.23808	2.2383	0	0	0	0
0.00197741	-0.000963877	0.691464	0.692118	0	0	0	0
-0.0101588	0.00153779	2.38286	2.38307	0	0	0	0
-0.00508953	-0.000972337	1.67966	1.67994	0	0	0	0
0.0105275	-0.00184045	3.60201	3.60215	0	0	0	0
-0.0146184	0.00346315	3.19163	3.1918	0	0	0	0
-0.000881354	-0.00014184	1.35955	1.35989	0	0	0	0
-0.00340381	0.00233646	1.41933	1.41965	0	0	0	0
0.00546091	-0.00195238	2.99736	2.99752	0	0	0	0
0.00914425	0.00340913	2.86152	2.8617	0	0	0	0
-0.00228577	0.00326579	1.43642	1.43674	0	0	0	0
-0.00111687	0.00311483	1.63695	1.63723	0	0	0	0
0.000600698	9.89318e-05	0.425722	0.426778	0	0	0	0
0.000422699	-8.13453e-05	0.692204	0.692854	0	0	0	0
0.00494914	-0.00219391	1.87611	1.87636	0	0	0	0
-0.000924771	-0.000124668	1.1425	1.1429	0	0	0	0
0.00127507	0.00081914	2.03553	2.03575	0	0	0	0
-0.000618104	-0.00260663	1.88835	1.88859	0	0	0	0
-0.000468906	0.000243068	0.956491	0.956962	0	0	0	0
-0.0134842	0.0034381	2.49414	2.49436	0	0	0	0
-0.0174463	0.0076824	3.26832	3.26851	0	0	0	0
-0.000907698	0.000490868	1.09736	1.09777	0	0	0	0
0.00405209	0.000484133	2.2058	2.20601	0	0	0	0
0.00363981	-0.00114848	2.56223	2.56241	0	0	0	0
-0.0102548	0.00355874	3.26567	3.26582	0	0	0	0
-0.000134209	-0.000170874	0.962901	0.963368	0	0	0	0
0.0049894	2.0635e-05	2.33717	2.33737	0	0	0	0
0.0103314	-0.00699177	2.70651	2.7067	0	0	0	0
0.00546308	-0.00114383	1.31293	1.31328	0	0	0	0
0.00169205	0.000847323	0.644114	0.644815	0	0	0	0
-0.00547047	0.00086844	1.69122	1.6915	0	0	0	0
-0.0115675	0.000882825	2.35109	2.35131	0	0	0	0
0.00733684	-0.00257286	1.33477	1.33513	0	0	0	0
0.000646594	0.00113594	1.06969	1.07011	0	0	0	0
0.000920598	-0.000804693	0.359741	0.360992	0	0	0	0
0.00254676	-0.00141383	2.54815	2.54832	0	0	0	0
-0.00243612	-0.000182001	1.0193	1.01975	0	0	0	0
-0.00444772	-0.00256305	1.69099	1.69127	0	0	0	0
-0.00158378	-0.00241427	1.33178	1.33212	0	0	0	0
-0.00026651	-0.000616943	0.462187	0.46316	0	0	0	0
-0.000729069	0.00268047	1.29811	1.29846	0	0	0	0
0.0024949	-0.00252415	1.86105	1.86129	0	0	0	0
-0.0065314	-0.00339864	2.00401	2.00425	0	0	0	0
0.0016746	-0.0031456	1.55429	1.55458	0	0	0	0
-0.00119718	-0.00105823	1.67833	1.6786	0	0	0	0
-0.00126241	0.00176248	0.762044	0.762637	0	0	0	0
-0.00176614	-0.00621884	2.64159	2.64177	0	0	0	0
0.00267325	-0.000242439	0.915399	0.915894	0	0	0	0
0.00106581	0.000372198	0.605675	0.606419	0	0	0	0
-0.00674387	0.004343	1.62686	1.62716	0	0	0	0
-0.00364647	-0.00175358	2.35449	2.35468	0	0	0	0
-0.00116118	0.00208893	2.58927	2.58945	0	0	0	0
-0.0114927	0.00108268	2.00625	2.00651	0	0	0	0
0.0169414	0.00533154	3.11408	3.11428	0	0	0	0
0.00546452	-0.00148694	0.969402	0.969883	0	0	0	0
0.00127218	-7.00767e-07	0.548761	0.549582	0	0	0	0
-0.0144164	-0.0036976	3.51806	3.51822	0	0	0	0
0.0039592	1.47886e-05	0.898279	0.898788	0	0	0	0
-0.00561573	-0.00413735	3.67321	3.67334	0	0	0	0
0.00970119	0.00435838	2.8143	2.81448	0	0	0	0
-0.00335458	0.00171065	0.930294	0.930785	0	0	0	0
-0.00431545	0.00512168	2.77017	2.77034	0	0	0	0
-0.00155107	-0.000715036	2.10377	2.10399	0	0	0	0
0.0071557	-0.00238937	1.55637	1.55667	0	0	0	0
0.00421254	0.00351572	2.24226	2.24246	0	0	0	0
0.00106501	0.000674879	1.71836	1.71862	0	0	0	0
-0.00392711	-0.00240304	1.37398	1.37431	0	0	0	0
0.0028824	-0.000913187	0.662137	0.662823	0	0	0	0
0.0114144	-0.0023698	2.96124	2.96141	0	0	0	0
0.00540749	0.00104445	1.26465	1.26501	0	0	0	0
0.000459654	-0.00108127	1.38557	1.38589	0	0	0	0
0.00442243	0.00208015	1.06321	1.06365	0	0	0	0
-0.00723001	0.00740684	2.75108	2.75127	0	0	0	0
0.0017034	0.00141093	1.0052	1.00565	0	0	0	0
0.000842325	0.000398927	1.78955	1.7898	0	0	0	0
